,locations,source_reliability,media,confidence,text,text_translated,_timestamp,num_persons,mode,origin,destination,geom_tweet,triage_status,source,uniqueid
1132,['italia'],0.068,,0.537,"#RT Record 4,200 migrants rescued at sea by Italian coastguard, 17 dead: Up to 4,200 migrants sailing across t... http://t.co/89nHfYH2Qk",record 4 200 migrants rescued at sea by italian coastguard 17 dead up to 4 200 migrants sailing across t,2019-06-22 10:46:38,,,,,010100000000000000000029403333333333F34440,,twitter,1117
1133,[],0.96,,0.701,"More Than 5,000 Migrants Rescued on the Mediterranean Since Friday http://t.co/kNDzc1GZ5f .@time",more than 5 000 migrants rescued on the mediterranean since friday,2019-06-24 04:44:57,5000.0,,,,,,twitter,1118
1134,['kupang'],0.925,,0.521,#Kangen 65 migrants arrive in Kupang  http://t.co/qADXchSH5f,kangen 65 migrants arrive in kupang,2019-06-25 09:04:01,65.0,,,,,,twitter,1119
1135,['greece'],0.397,['http://pbs.twimg.com/media/CGytXAlXEAARAtf.jpg'],0.506,"RT @Refugees: 42,000 refugees &amp; migrants arrived by sea to #Greece Jan-May 2015 - six times 2014 arrivals http://t.co/nTgQDIcvuE http://t.c…",42 000 refugees amp migrants arrived by sea to greece jan may 2015 six times 2014 arrivals,2019-06-29 05:05:30,,,,EL,010100000000000000000036400000000000804340,,twitter,1120
1137,[],0.871,,0.506,"Nearly 3,500 migrants rescued in Mediterranean http://t.co/HwZNeExSEU",nearly 3 500 migrants rescued in mediterranean,2019-07-01 03:19:08,3500.0,,,,,,twitter,1121
1138,[],0.947,,0.718,"RT @reportedly: Over 100,000 migrants &amp; refugees have crossed the Mediterranean to reach Europe so far this year https://t.co/JS7RYj3VUd",over 100 000 migrants amp refugees have crossed the mediterranean to reach europe so far this year,2019-07-02 10:23:36,100000.0,,,,,,twitter,1122
1139,[],0.977,,0.508,More than 100  000 migrants arrive in Europe in 2015 - http://t.co/3ZiNVYMR7R - http://t.co/0yJ781EpJl,more than 100 000 migrants arrive in europe in 2015,2019-07-02 21:08:13,,,,,,,twitter,1123
1140,['greece'],0.859,,0.811,"More than 1,000 migrants entered #Greece in one day
http://t.co/zrwzMjCPWK",more than 1 000 migrants entered greece in one day,2019-07-03 10:15:58,,,,,010100000000000000000036400000000000804340,,twitter,1124
1141,['turkey'],0.094,['http://pbs.twimg.com/media/CHJgVbQVIAEn-y-.jpg'],0.617,"RT @metesohtaoglu: Nearly 3.000 refugees crossing to #Turkey from #TalAbyad now
📷 http://t.co/9XpgfUNIDu",nearly 3 000 refugees crossing to turkey from talabyad now,2019-07-03 15:20:06,3000.0,,,TR,01010000003BDF4F8D976E40409CC420B072F84340,,twitter,1125
1142,"['greece', 'piraeus']",0.017,['http://pbs.twimg.com/media/CHcAzU2WgAA-fC0.jpg'],0.604,"RT @Skar_: #Greece: 2000 war refugees reach Piraeus port this morning 
#refugeesGr http://t.co/SaGxL1QQyV",greece 2000 war refugees reach piraeus port this morning refugeesgr,2019-07-07 05:34:53,2000.0,,,,010100000000000000000036400000000000804340,,twitter,1126
1143,"['piraeus', 'lesvos']",0.488,,0.519,Port of #Piraeus today 2.000 #refugees arrived from #Lesvos #refugeesGr #antireport  https://t.co/89xUWKdc0M,port of piraeus today 2 000 refugees arrived from lesvos refugeesgr antireport,2019-07-07 10:32:46,2000.0,,EL411,,0101000000BEC1172653553A40211FF46C56954340,,twitter,1127
1144,[],0.0,,0.764,"RT @biting_elbows: Right now, a few sources reported that turkish border has been opened for refugees.
#TalAbyad 
#sınırpkkyakapatılsın",right now a few sources reported that turkish border has been opened for refugees talabyad sınırpkkyakapatılsın,2019-07-07 14:48:06,,,,,,,twitter,1128
1145,"['turkey', 'raqqah']",0.047,,0.691,Turkey allowed people to enter from Raqqah as refugees.,turkey allowed people to enter from raqqah as refugees,2019-07-07 16:03:00,,,,,01010000003BDF4F8D976E40409CC420B072F84340,,twitter,1129
1146,"['turkey', 'syria']",0.064,,0.531,"Turkey opens border to fleeing Syrian refugees: AKCAKALE, Turkey — Turkey on Sunday began accepting onto its t... http://t.co/g0bWcW8TWO",turkey opens border to fleeing syrian refugees akcakale turkey turkey on sunday began accepting onto its t,2019-07-07 22:33:26,,,,,01010000003BDF4F8D976E40409CC420B072F84340,,twitter,1130
1147,"['akçakale', 'syria', 'turkey']",0.124,['http://pbs.twimg.com/media/CHidCsJWgAAORau.jpg'],0.612,RT @france7776: Syrian refugees from #TalAbyad arrived in #Akçakale Turkey. Photo: @anadoluimages http://t.co/TK8QfyNSOi,syrian refugees from talabyad arrived in akçakale turkey photo,2019-07-08 11:36:00,,,,,01010000000C93A9825179434097FF907EFB5A4240,,twitter,1131
1148,"['mytilene', 'piraeus']",0.194,,0.942,"RT @HellasChannel: 2,000 Migrants Travel by Ferry from Mytilene to Piraeus... http://t.co/cxf80x0O0R",2 000 migrants travel by ferry from mytilene to piraeus,2019-07-08 12:23:42,2000.0,,,,,,twitter,1132
1149,"['turkey', 'syria']",0.305,,0.505,#Turkey opens border to Syrian refugees fleeing ISIS-fuelled fighting (sentinelrepublic),turkey opens border to syrian refugees fleeing isis fuelled fighting sentinelrepublic,2019-07-08 21:25:57,,,,,01010000003BDF4F8D976E40409CC420B072F84340,,twitter,1133
1150,['macedonia'],1.0,,0.527,Hundreds of Migrants enter Macedonia daily - where are the border ... http://t.co/oIOnQ2hZ6v,hundreds of migrants enter macedonia daily where are the border,2019-07-09 19:30:06,,,,MK0,0101000000575BB1BFEC6E35400000000000004540,,twitter,1134
1151,"['hungary', 'serbia']",1.0,,0.997,RT @guardiannews: Hungary closes border with Serbia and starts building fence to bar migrants http://t.co/GVUuq20Org,hungary closes border with serbia and starts building fence to bar migrants,2019-07-10 14:22:34,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,1135
1152,['syria'],0.24,,0.713,"""With Tel Abyad secured, the Syrian Kurds have managed to forge a corridor between Cezire and Kobani. On Monday,... http://t.co/iJDle1SzwW",with tel abyad secured the syrian kurds have managed to forge a corridor between cezire and kobani on monday,2019-07-10 16:24:53,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,1136
1153,"['turkey', 'syria']",0.333,['http://pbs.twimg.com/media/CHuCFTaVAAISKAH.jpg'],0.568,RT @PressTV: 200 Syrian refugees return from #Turkey to Tel Abyad http://t.co/ScWDTmC5WG http://t.co/2h0H5SKzIE,200 syrian refugees return from turkey to tel abyad,2019-07-10 17:33:39,200.0,,TR,,01010000003BDF4F8D976E40409CC420B072F84340,,twitter,1137
1154,"['hungary', 'serbia', 'budapest']",0.938,,0.847,Hungary to fence off border with Serbia to stop migrants: BUDAPEST (Reuters) - Hungary announced plans on Wednesday to build a ...  #news,hungary to fence off border with serbia to stop migrants budapest reuters hungary announced plans on wednesday to build a news,2019-07-10 23:10:25,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,1138
1155,"['hungary', 'serbia', 'budapest']",0.986,,0.836,Hungary to fence off border with Serbia to stop migrants: BUDAPEST (Reuters) - Hungary announced plans on Wedn... http://t.co/WmZGcnC7Mj,hungary to fence off border with serbia to stop migrants budapest reuters hungary announced plans on wedn,2019-07-11 00:09:39,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,1139
1156,"['hungary', 'serbia']",0.994,,0.823,#instamood http://t.co/0zE9H6tF5P Hungary to fence off border with Serbia to stop migrants,instamood hungary to fence off border with serbia to stop migrants,2019-07-11 00:11:28,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,1140
1157,"['hungary', 'serbia']",0.999,['http://pbs.twimg.com/media/CHwQdVEUYAIrI4y.jpg'],0.811,RT @SauloCorona: #Hungary to fence off border with #Serbia to stop migrants: http://t.co/zilUJNJjnM #Refugees #FortressEurope. http://t.co/…,hungary to fence off border with serbia to stop migrants refugees fortresseurope,2019-07-11 03:55:41,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,1141
1158,"['turkey', 'syria']",0.44,,0.654,RT @CBSThisMorning: Hundreds of Syrian refugees in Turkey are surging back across the border after Kurdish forces drove ISIS away from thei…,hundreds of syrian refugees in turkey are surging back across the border after kurdish forces drove isis away from thei,2019-07-11 11:21:21,,,,,01010000003BDF4F8D976E40409CC420B072F84340,,twitter,1142
1159,['italy'],0.177,,0.59,Migrants flood trains in bid to leave Italy http://t.co/IikhC1gCJl,migrants flood trains in bid to leave italy,2019-07-12 23:38:48,,train,,,010100000000000000000029403333333333F34440,,twitter,1143
1160,['serbia'],0.163,,0.971,"Around 700 refugees arrived to Tabanovce at 21:30 &amp; 23:30 by train,and headed to the Serbian border. Hope they crossed it #refugeeGr",around 700 refugees arrived to tabanovce at 2130 amp 2330 by train and headed to the serbian border hope they crossed it refugeegr,2019-07-15 07:43:27,700.0,train,,,01010000000F0BB5A679773440545227A089684640,,twitter,1144
1161,['hungary'],0.971,['http://pbs.twimg.com/media/CIGHVqIUMAEaEKG.jpg'],0.924,"RT @LydsG: Hypocrisy: #Hungary closes border 2 #refugees. What about 200,000 Hungarians who fled in 56: http://t.co/xVR385mp7s http://t.co/…",hypocrisy hungary closes border 2 refugees what about 200 000 hungarians who fled in 56,2019-07-15 09:47:30,2.0,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,1145
1162,['aegean sea'],0.201,,0.563,"Greek coast guard says 1,161 migrants rescued from Friday to Monday in Aegean Sea http://t.co/XJmk2jImFb",greek coast guard says 1 161 migrants rescued from friday to monday in aegean sea,2019-07-15 12:03:06,1161.0,,,,01010000003333333333F336400000000000804340,,twitter,1146
1163,['lithuania'],0.011,,0.853,RT @PRLTUN: #Lithuania to receive 250 refugees for resettlement https://t.co/hnqPKGM4f0,lithuania to receive 250 refugees for resettlement,2019-07-15 14:18:39,250.0,,,,,,twitter,1147
1164,['italy'],0.889,,0.895,"since May 2015 approx 35,000 #migrants and #refugees arrived in Italy crossing the #Mediterranean.  In 2015 approx 60,000",since may 2015 approx 35 000 migrants and refugees arrived in italy crossing the mediterranean in 2015 approx 60 000,2019-07-15 17:21:13,,,,,010100000000000000000029403333333333F34440,,twitter,1148
1165,['italia'],0.635,,0.557,"Over 3,700 Migrants Rescued in Mediterranean: Italian Coastguard: Ships patrolling the Mediterranean have pluc... http://t.co/cTFPyYVgyf",over 3 700 migrants rescued in mediterranean italian coastguard ships patrolling the mediterranean have pluc,2019-07-16 20:55:34,3700.0,boat,,,010100000000000000000029403333333333F34440,,twitter,1149
1166,"['serbia', 'hungary', 'syria']",1.0,['http://pbs.twimg.com/media/CIajKDXUAAAbJcg.jpg'],0.754,RT @Othmanbay: #Serbia - A group of migrants from #Syria walk towards the border with #Hungary (AFP) | #refugees http://t.co/XI1pWxps6W,serbia a group of migrants from syria walk towards the border with hungary afp refugees,2019-07-19 09:01:26,,on foot,,,01010000000F0BB5A679773440545227A089684640,,twitter,1150
1167,['burundi'],0.046,['http://pbs.twimg.com/media/CIelmAMUsAA52Dm.jpg'],0.517,"RT GerrySimpsonHRW: 1,000 #refugees fleeing #Burundi each day ahead of 29 June #elections, now 130,000 in region … http://t.co/H1WacduAG6",gerrysimpsonhrw 1 000 refugees fleeing burundi each day ahead of 29 june elections now 130 000 in region,2019-07-20 06:34:38,1000.0,,,,,,twitter,1151
1168,"['diyarbakır', 'bulgaria']",0.038,,0.586,"RT “@idanbarir: Several thousands  #Yezidi refugees on road from #Diyarbakır to Bulgarian border, seeking EU asylum. http://t.co/ro5H85D97J”",several thousands yezidi refugees on road from diyarbakır to bulgarian border seeking eu asylum,2019-07-20 19:13:15,,,,,010100000014AE47E17A5437409A99999999594540,,twitter,1152
1169,[],0.622,['http://pbs.twimg.com/media/CIzhnSEWsAAUGfM.jpg'],0.778,"RT @STForeignDesk: Record 137,000 refugees, migrants crossed Mediterranean this year: UN
http://t.co/oirvhgDvjG http://t.co/iBkghtPIrL",record 137 000 refugees migrants crossed mediterranean this year un,2019-07-24 05:25:16,137000.0,,,,,,twitter,1153
1170,[],0.608,,0.545,"Record 137,000 refugees, migrants crossed Mediterranean this year: UN:  A record 137,000 people made the peril... http://t.co/yoyNbjXZfH",record 137 000 refugees migrants crossed mediterranean this year un a record 137 000 people made the peril,2019-07-24 09:25:06,,,,,,,twitter,1154
1171,[],0.868,,0.848,"Record 137,000 Migrants Crossed Mediterranean This Year http://t.co/MzFKq60nyw",record 137 000 migrants crossed mediterranean thisyear,2019-07-24 11:19:59,137000.0,,,,,,twitter,1155
1172,[],0.643,['http://pbs.twimg.com/media/CI2kPN9UcAAwA2N.jpg'],0.926,RT @kencampbell66: Record 137000 migrants crossed Mediterranean this year http://t.co/Noh7Ia5edo via @Telegraph http://t.co/uf1G9slwYN,record 137000 migrants crossed mediterranean this year via,2019-07-24 19:35:32,137000.0,,,,,,twitter,1156
1173,[],0.943,,0.532,"""More than 130,000 #migrants have attempted to cross the Mediterranean in 2015""  http://t.co/ZOvpUsTx1d",more than 130 000 migrants have attempted to cross the mediterranean in 2015,2019-07-26 17:47:04,,,,,,,twitter,1157
1174,['channel tunnel'],0.112,,0.662,Migrants try to storm Channel Tunnel: Channel Tunnel services have been disrupted after about 150 migrants tried to storm the tunnel ...,migrants try to storm channel tunnel channel tunnel services have been disrupted after about 150 migrants tried to storm the tunnel,2019-07-27 08:02:02,150.0,,,,,,twitter,1158
1175,['france'],0.318,,0.592,RT @AJENews: Dozens of migrants disrupt tunnel traffic between France and UK http://t.co/wtE03X03aS,dozens of migrants disrupt tunnel traffic between france and uk,2019-07-27 14:08:12,,,,,,,twitter,1159
1176,"['switzerland', 'france', 'switzerland']",0.0,['http://pbs.twimg.com/media/CJFFcXkWgAEsrC7.jpg'],0.512,SWITZERLAND 1915 WWI PC REFUGEES CROSSING BORDER FROM FRANCE INTO SWITZERLAND http://t.co/f2kcfGUH5Z http://t.co/uQbKxLIxdz,switzerland 1915 wwi pc refugees crossing border from france into switzerland,2019-07-27 15:15:17,1915.0,,FR,CH0,010100000019E76F4221C21D40EE5A423EE8794740,,twitter,1160
1177,"['turkey', 'thailand']",0.973,,0.51,173 Uighurs refugees arrive in Turkey from Thailand http://t.co/BydVjONjXU,173 uighurs refugees arrive in turkey from thailand,2019-07-28 05:13:11,173.0,,,TR,01010000003BDF4F8D976E40409CC420B072F84340,,twitter,1161
1178,"['austria', 'traiskirchen']",0.985,['http://pbs.twimg.com/media/CJVMxZ-UEAAg_4O.jpg'],0.582,RT @officialsadzid: What a shame for Austria 900 refugees have nowhere to sleep! and must sleep outside #Traiskirchen #Austria http://t.co/…,what a shame for austria 900 refugees have nowhere to sleep ! and must sleep outside traiskirchen austria,2019-07-30 18:21:15,900.0,,,,0101000000CDCCCCCCCC4C3040EEEBC03923024840,,twitter,1162
1179,['syria'],0.317,,0.554,"RT @CopperC38: https://t.co/7En7M1gvGD
Here is how other countries compare in resettlement of Syrian refugees.
#ashasrefuge #refugee #reset…",here is how other countries compare in resettlement of syrian refugees ashasrefuge refugee reset,2019-08-01 15:02:39,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,1163
1180,"['syria', 'poland']",0.949,,0.746,"http://t.co/wBt2Yl50kC 150 Syrian Christian refugees arrive in Poland, set to request asylum #HeadlinesApp",150 syrian christian refugees arrive in poland set to request asylum headlinesapp,2019-08-03 15:27:51,150.0,,,PL,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,1164
1181,['macedonia'],0.972,['http://pbs.twimg.com/media/CKLxmTZUEAAQD1q.jpg'],0.678,RT @MailOnline: Hundreds of migrants clamber on board packed trains in Macedonia to start life in Europe http://t.co/3CCvG9ap9Q http://t.co…,hundreds of migrants clamber on board packed trains in macedonia to start life in europe,2019-08-10 08:41:37,,train,,,0101000000575BB1BFEC6E35400000000000004540,,twitter,1165
1182,['macedonia'],0.074,['http://pbs.twimg.com/media/CKQPW3cUcAAHDCw.jpg'],0.723,Migrants clamber on trains in Macedonia in attempt to seek ... http://t.co/6AJuvF6XQO | https://t.co/NiBh6tzG0o http://t.co/dJmYSYqewv,migrants clamber on trains in macedonia in attempt to seek,2019-08-11 05:30:07,,train,,,0101000000575BB1BFEC6E35400000000000004540,,twitter,1166
1183,"['munich', 'austria']",0.324,,0.761,Austrian Police Intercept 201 Migrants on Munich-Bound Train http://t.co/n4FSK3sjC2,austrian police intercept 201 migrants on munich bound train,2019-08-19 19:29:41,201.0,train,,,010100000052499D8026222740454772F90F114840,,twitter,1167
1184,[],0.215,,0.548,"New post: ""Migrants disrupt cross-Channel trains"" http://t.co/mU6qgnCAbi",new post migrants disrupt cross channel trains,2019-08-20 09:38:57,,train,,,,,twitter,1168
1185,['calais'],0.061,,0.95,"French authorities say 2,200 migrants entered the Eurotunnel site in Calais overnight in effort to enter England -… http://t.co/CVygMR7hJo",french authorities say 2 200 migrants entered the eurotunnel site in calais overnight in effort to enter england,2019-08-20 15:40:41,2200.0,,,,,,twitter,1169
1186,"['channel tunnel', 'calais']",0.377,,0.612,"BBCWorld: RT BBCBreaking: About 2,000 migrants tried to enter Channel Tunnel terminal in Calais on Monday night, o… http://t.co/Sd9ig5FBaz",bbcworld bbcbreaking about 2 000 migrants tried to enter channel tunnel terminal in calais on monday night o,2019-08-20 16:44:43,2000.0,,,FRE12,,,twitter,1170
1187,"['channel tunnel', 'calais']",0.311,,0.924,"VIDEO: Migrants scale Channel Tunnel fence: Some 2,000 migrants tried to enter the Channel Tunnel terminal in Calais on Monday night ...",video migrants scale channel tunnel fence some 2 000 migrants tried to enter the channel tunnel terminal in calais on monday night,2019-08-20 18:05:49,2000.0,,,FRE12,,,twitter,1171
1188,[],0.143,,0.703,"Police Count 2,000 Migrant Attempts to Sneak Into Eurotunnel: The number of attempts by migrants to sneak into... http://t.co/v2Ky77OWkF",police count 2 000 migrant attempts to sneak into eurotunnel the number of attempts by migrants to sneak into,2019-08-20 21:28:49,,,,,,,twitter,1172
